ABC HONG KONG,1950,1950 - Fixtures & Fittings,1950 - Fixtures & Fittings,1680 - Fixtures - At Cost
ABC HONG KONG,1951,1950 - Fixtures & Fittings:1951 - Accumulated Depreciation,1951 - Accumulated Depreciation,1690 - Fixtures - Accum Depn
ABC HONG KONG,1952,1950 - Fixtures & Fittings:1952 - Cost,1952 - Cost,1680 - Fixtures - At Cost
ABC HONG KONG,2000,2000 - Accounts Payable,2000 - Accounts Payable,2010 - Trade Creditors
ABC HONG KONG,2060,2060 - Other Payables,2060 - Other Payables,2020 - Other Creditors
ABC HONG KONG,2070,2070 - Loans from Affiliate Companies,2070 - Loans from Affiliate Companies,2190 - Loans from Affilites - Non Specific
ABC HONG KONG,2080,2070 - Loans from Affiliate Companies:2080 - Loans ITH,2080 - Loans ITH,2160 - Loans - ITH
ABC HONG KONG,2085,2070 - Loans from Affiliate Companies:2085 - Loan from Affiliate 1,2085 - Loan from Affiliate 1,2210 - Loans - G C Parsons
ABC HONG KONG,2090,2070 - Loans from Affiliate Companies:2090 - Loan from XYZ Company,2090 - Loan from XYZ Company,2150 - Loans - Satoluja
ABC HONG KONG,2095,2070 - Loans from Affiliate Companies:2095 - Loans from Affiliate 2,2095 - Loans from Affiliate 2,2220 - Loans - G Wilk
ABC HONG KONG,2100,2100 - Payroll Liabilities,2100 - Payroll Liabilities,2410 - Payroll Liabilities
ABC HONG KONG,2200,2200 - GST Control,2200 - GST Control,2610 - GST Control
ABC HONG KONG,2710,2710 - Prepaid Maintenance,2710 - Prepaid Maintenance,2310 - Prepaid Maintenance
ABC HONG KONG,2850,2850 - Withholding Tax,2850 - Withholding Tax,2620 - Taxation Payable
ABC HONG KONG,2860,2860 - Accrued Expense,2860 - Accrued Expense,2510 - Accrued Expenses
ABC HONG KONG,2870,2870 - Taxation Payable,2870 - Taxation Payable,2620 - Taxation Payable
ABC HONG KONG,2880,2880 - Deferred Taxation,2880 - Deferred Taxation,2630 - Deferred Taxation
ABC HONG KONG,3000,3000 - Opening Bal Equity,3000 - Opening Bal Equity,3100 - Opening Balance Equity
ABC HONG KONG,3100,3100 - Share Capital,3100 - Share Capital,3200 - Share Capital
ABC HONG KONG,3200,3200 - Retained Earnings,3200 - Retained Earnings,3300 - Retained Earnings
ABC HONG KONG,3300,3300 - Share Premium,3300 - Share Premium,3400 - Share Premium
ABC HONG KONG,4010,4010 - SW Licenses,4010 - SW Licenses,4010 - Software Licence Fees
ABC HONG KONG,4020,4020 - Software M&S Income,4020 - Software M&S Income,4020 - Support and Upgrade Fees
ABC HONG KONG,4030,4030 - Consulting Income,4030 - Consulting Income,4030 - Consultancy and Development
ABC HONG KONG,4031,4031 - Software Development,4031 - Software Development,4030 - Consultancy and Development
ABC HONG KONG,4040,4040 - Reimbursed Expenses,4040 - Reimbursed Expenses,4040 - Consulting Expenses Recovery
ABC HONG KONG,4050,4050 - Miscellaneous Income,4050 - Miscellaneous Income,4050 - Miscellaneous Income
ABC HONG KONG,4060,4060 - Discount Allowance,4060 - Discount Allowance,4050 - Miscellaneous Income
ABC HONG KONG,4090,4090 - Sundry Income,4090 - Sundry Income,4050 - Miscellaneous Income
ABC HONG KONG,49900,49900 - Uncategorised Income,49900 - Uncategorised Income,4050 - Miscellaneous Income
ABC HONG KONG,5010,5010 - Software Product Sales COGS,5010 - Software Product Sales COGS,5010 - Software Licence Costs
ABC HONG KONG,5011,5010 - Software Product Sales COGS:5011 - Software Licences,5011 - Software Licences,5010 - Software Licence Costs
ABC HONG KONG,5013,5010 - Software Product Sales COGS:5013 - Software Product M&S,5013 - Software Product M&S,5015 - Upgrade and Support Costs
ABC HONG KONG,5020,5020 - External Consulting,5020 - External Consulting,5020 - Subcontractor Fees
ABC HONG KONG,5021,5020 - External Consulting:5021 - External Consulting Net Fees,5021 - External Consulting Net Fees,5020 - Subcontractor Fees
ABC HONG KONG,6960,6960 - Exchange Gain/Loss,6960 - Exchange Gain/Loss,8250 - Exchange Loss/(Gain)
ABC HONG KONG,6005,6005 - Directors Emoluments,6005 - Directors Emoluments,6105 - Directors Emoluments
ABC HONG KONG,6010,6010 - Salaries & Benefits,6010 - Salaries & Benefits,6110 - Salaries & Allowances
ABC HONG KONG,6011,6010 - Salaries & Benefits:6011 - Salary,6011 - Salary,6110 - Salaries & Allowances
ABC HONG KONG,6012,6010 - Salaries & Benefits:6012 - Allowance,6012 - Allowance,6110 - Salaries & Allowances
ABC HONG KONG,6013,6010 - Salaries & Benefits:6013 - Bonus,6013 - Bonus,6120 - Bonuses
ABC HONG KONG,6014,6010 - Salaries & Benefits:6014 - Leave Pay Due on Termination,6014 - Leave Pay Due on Termination,6110 - Salaries & Allowances
ABC HONG KONG,6015,6010 - Salaries & Benefits:6015 - MPF Contributions,6015 - MPF Contributions,6130 - Superannuation
ABC HONG KONG,6017,6010 - Salaries & Benefits:6017 - Health Cover,6017 - Health Cover,6140 - Medical
ABC HONG KONG,6018,6010 - Salaries & Benefits:6018 - Medical Benefits,6018 - Medical Benefits,6140 - Medical
ABC HONG KONG,6019,6010 - Salaries & Benefits:6019 - Training,6019 - Training,6150 - Staff Training and Development
ABC HONG KONG,6020,6020 - Occupancy Charges,6020 - Occupancy Charges,6210 - Rent
ABC HONG KONG,6021,6020 - Occupancy Charges:6021 - Rent,6021 - Rent,6210 - Rent
ABC HONG KONG,6022,6020 - Occupancy Charges:6022 - Amenities,6022 - Amenities,6260 - Amenities
ABC HONG KONG,6023,6020 - Occupancy Charges:6023 - Service Charge,6023 - Service Charge,6250 - Management Fees
ABC HONG KONG,6024,6020 - Occupancy Charges:6024 - Signage,6024 - Signage,6210 - Rent
ABC HONG KONG,6025,6020 - Occupancy Charges:6025 - Rates,6025 - Rates,6210 - Rent
ABC HONG KONG,6030,6030 - Office Admin Costs,6030 - Office Admin Costs,6390 - Other Office and Admin
